"","SERNUM","CTBAND","ADULTH","DEPCHLDH","GROSS2","HHINC","PSU","TENURE"
"2058",2440,5,2,0,446,300,167,1
"2059",2953,2,2,0,466,300,201,1
"2060",3035,2,1,0,807,300,206,2
"2061",4578,9,1,0,676,300,313,3
"2062",732,3,1,0,381,301,52,1
"2063",788,2,1,2,354,301,55,1
"2064",878,3,1,0,278,301,63,4
"2065",2398,1,2,1,416,301,165,2
"2066",3002,4,1,0,370,301,204,2
"2067",3199,2,2,2,482,301,218,1
"2068",4108,3,2,0,497,301,281,2
"2069",622,3,2,0,391,302,44,2
"2070",2363,3,2,0,269,302,163,2
"2071",3471,1,1,0,441,302,237,1
"2072",4167,2,2,0,341,302,285,2
"2073",4580,2,2,2,478,302,313,2
"2074",38,5,2,0,369,303,3,4
"2075",1405,3,2,0,431,303,97,1
"2076",1925,2,2,0,380,303,131,3
"2077",1965,4,2,0,439,303,134,1
"2078",2305,1,2,0,565,303,159,2
"2079",3308,2,2,0,509,303,226,1
"2080",3310,1,1,1,401,303,226,3
"2081",4351,2,1,0,337,303,297,1
"2082",500,4,2,0,506,304,36,1
"2083",900,1,1,2,514,304,64,2
"2084",1629,5,1,0,440,304,111,1
"2085",2554,1,1,2,491,304,175,2
"2086",2593,1,1,0,595,304,177,2
"2087",2626,3,1,0,338,304,179,1
"2088",2873,5,1,0,603,304,196,1
"2089",3825,3,2,0,397,304,262,1
"2090",809,3,2,0,404,305,57,1
"2091",832,1,1,0,625,305,59,1
"2092",1292,1,1,3,304,305,89,3
"2093",1969,6,2,0,537,305,134,1
"2094",2291,1,2,0,515,305,159,1
"2095",4529,7,2,0,487,305,309,1
"2096",331,3,1,0,342,306,23,1
"2097",497,3,2,0,430,306,36,1
"2098",1618,1,2,2,478,306,110,2
"2099",1731,4,1,0,498,306,117,1
"2100",2293,1,1,0,423,306,159,1
"2101",4285,4,1,0,671,306,293,1
"2102",2474,2,2,0,395,307,170,4
"2103",2952,2,2,2,432,307,201,1
"2104",4043,3,2,0,420,307,277,2
"2105",4175,2,1,0,465,307,286,1
"2106",339,3,1,2,272,308,24,2
"2107",365,1,2,0,443,308,26,4
"2108",785,2,1,0,689,308,55,1
"2109",944,1,1,1,1930,308,66,2
"2110",1703,1,2,0,428,308,116,2
"2111",2432,4,3,0,637,308,167,1
"2112",3329,1,2,1,372,308,227,1
"2113",3673,6,1,1,389,308,251,1
"2114",249,2,1,0,418,309,18,1
"2115",1063,4,2,0,906,309,74,4
"2116",1388,5,2,2,479,309,96,1
"2117",1916,5,1,0,522,309,130,1
"2118",2366,1,2,0,778,309,163,2
"2119",3054,5,1,0,391,309,207,4
"2120",3720,4,1,0,721,309,254,1
"2121",4336,4,2,0,377,309,296,3
"2122",4373,1,2,0,471,309,298,2
"2123",408,2,1,2,269,310,30,2
"2124",678,3,2,0,422,310,48,1
"2125",1544,1,2,3,498,310,105,3
"2126",3488,2,2,0,354,310,238,2
"2127",3998,3,3,0,439,310,274,2
"2128",4535,2,2,0,635,310,309,1
"2129",4594,4,2,0,417,310,314,1
"2130",4648,1,1,0,711,310,317,1
"2131",3171,3,2,0,427,311,217,2
"2132",3780,1,1,0,613,311,259,1
"2133",4392,6,2,0,540,311,300,1
"2134",4485,5,2,0,565,311,305,1
"2135",106,2,1,0,455,312,7,1
"2136",1217,3,1,0,799,312,84,1
"2137",1742,1,2,2,504,312,118,1
"2138",2888,1,1,0,305,312,197,2
"2139",1763,1,2,2,401,313,119,4
"2140",3419,3,2,0,361,313,233,3
"2141",4105,2,2,0,770,313,281,1
"2142",1327,2,1,0,663,314,92,2
"2143",1855,3,2,1,342,314,126,2
"2144",3449,2,2,0,353,314,235,2
"2145",4009,9,2,0,398,314,274,4
"2146",4279,3,2,0,214,314,292,1
"2147",2064,3,1,0,429,315,142,1
"2148",2126,2,2,0,463,315,147,1
"2149",2763,3,1,0,393,315,188,1
"2150",2854,3,2,0,456,315,195,1
"2151",3395,1,1,0,456,315,231,1
"2152",3949,2,1,0,373,315,271,2
"2153",3951,3,2,2,398,315,271,1
"2154",265,1,1,0,688,316,19,1
"2155",1034,3,2,1,386,316,72,2
"2156",1178,1,3,1,360,316,81,2
"2157",1247,1,3,1,261,316,86,4
"2158",1612,4,2,3,341,316,110,2
"2159",3331,1,2,0,583,316,227,1
"2160",3609,4,2,0,376,316,246,4
"2161",350,1,2,0,471,317,25,1
"2162",478,2,2,0,530,317,34,2
"2163",1623,3,2,3,327,317,111,2
"2164",2559,1,1,2,556,317,175,1
"2165",3432,6,1,0,691,317,234,1
"2166",4437,2,2,0,423,317,302,1
"2167",248,1,2,0,433,318,17,2
"2168",858,2,2,0,562,318,61,1
"2169",2748,5,1,0,431,318,187,1
"2170",195,2,2,0,424,319,13,1
"2171",806,3,1,0,525,319,57,1
"2172",997,3,3,0,324,319,70,1
"2173",2307,4,2,2,430,319,160,1
"2174",3649,4,1,0,630,319,248,1
"2175",4091,2,2,0,659,319,280,1
"2176",4131,2,1,0,623,319,283,2
"2177",4515,2,2,0,509,319,308,1
"2178",197,2,1,0,314,320,14,1
"2179",423,1,2,0,371,320,30,4
"2180",663,5,2,0,537,320,48,1
"2181",1164,3,2,0,297,320,81,4
"2182",1416,4,1,1,301,320,98,1
"2183",2323,3,1,0,579,320,160,1
"2184",2869,3,2,0,307,320,196,3
"2185",3149,3,2,0,355,320,215,2
"2186",3219,2,1,0,383,320,220,4
"2187",3368,2,2,0,430,320,229,1
"2188",3837,3,2,0,779,320,263,4
"2189",146,3,2,0,440,321,10,2
"2190",1893,3,1,0,367,321,129,1
"2191",3846,3,1,0,575,321,264,1
"2192",4313,1,2,2,394,321,294,2
"2193",287,1,2,0,323,322,20,4
"2194",1674,4,2,2,348,322,114,4
"2195",2158,2,2,2,411,322,150,2
"2196",4290,2,1,0,701,322,293,1
"2197",4599,6,2,0,651,322,314,1
"2198",518,1,2,1,475,323,37,1
"2199",1663,1,2,0,643,323,113,1
"2200",1759,2,1,0,748,323,119,1
"2201",2248,3,3,0,683,323,156,1
"2202",4556,2,1,0,408,323,311,3
"2203",814,3,2,0,355,324,57,1
"2204",1392,6,1,0,474,324,96,1
"2205",1926,1,2,1,452,324,131,2
"2206",2526,9,3,0,812,324,173,4
"2207",2754,4,2,0,451,324,188,1
"2208",2877,1,1,0,920,324,196,1
"2209",821,9,1,0,618,325,58,4
"2210",1468,1,2,0,282,325,101,2
"2211",1867,5,2,0,519,325,127,1
"2212",2050,5,2,0,553,325,140,1
"2213",2751,1,2,0,619,325,187,1
"2214",3121,4,2,0,523,325,213,1
"2215",3272,2,1,0,720,325,224,1
"2216",456,1,2,1,397,326,33,2
"2217",910,3,1,0,416,326,64,1
"2218",1089,4,2,0,405,326,75,1
"2219",2160,2,1,1,218,326,150,1
"2220",2688,2,1,3,271,326,183,2
"2221",4645,1,1,0,393,326,317,2
"2222",842,1,1,0,424,327,60,2
"2223",2171,4,2,0,425,327,150,1
"2224",2535,2,2,0,466,327,174,1
"2225",3569,2,3,0,661,327,243,2
"2226",4049,3,2,2,382,327,277,2
"2227",4242,5,1,0,479,327,289,1
"2228",1959,1,1,0,672,328,134,1
"2229",3040,2,2,0,384,328,207,2
"2230",4039,6,2,0,622,328,276,1
"2231",1012,1,1,0,524,329,71,3
"2232",1085,4,2,4,350,329,75,2
"2233",1587,2,1,1,319,329,108,1
"2234",1787,1,1,0,869,329,121,2
"2235",779,2,2,0,327,330,55,1
"2236",1235,2,1,2,410,330,86,3
"2237",1617,1,2,1,449,330,110,2
"2238",2821,1,1,0,487,330,192,1
"2239",2970,3,2,0,486,330,202,1
"2240",3492,2,2,0,453,330,238,1
"2241",959,1,1,0,637,331,67,2
"2242",1588,2,2,0,498,331,108,1
"2243",3140,1,1,0,329,331,214,3
"2244",3530,2,2,4,500,331,241,2
"2245",4252,2,2,0,563,331,290,1
"2246",4545,3,2,6,375,331,310,1
"2247",4650,1,2,0,567,331,317,1
"2248",979,1,2,3,442,332,69,2
"2249",2817,4,2,2,423,332,192,1
"2250",2881,3,1,0,534,332,197,1
"2251",3607,4,1,1,248,332,246,1
"2252",3639,3,1,0,588,332,247,1
"2253",279,2,2,0,387,333,20,2
"2254",2092,2,2,0,544,333,144,1
"2255",2134,1,2,0,254,333,148,2
"2256",3223,1,2,0,360,333,220,2
"2257",3248,3,2,0,285,333,222,3
"2258",1205,4,1,2,300,334,83,1
"2259",1947,5,2,0,600,334,133,1
"2260",2349,5,1,0,380,334,162,1
"2261",3030,1,2,0,463,334,206,1
"2262",3095,2,2,1,383,334,211,2
"2263",4092,2,1,2,358,334,280,1
"2264",4409,3,1,0,810,334,301,1
"2265",4465,5,2,3,445,334,304,1
"2266",4552,5,2,1,416,334,311,1
"2267",320,2,2,0,481,335,22,2
"2268",2202,2,1,1,327,335,153,4
"2269",3268,2,3,0,373,335,223,1
"2270",3447,2,2,0,555,335,235,1
"2271",4676,5,3,1,571,335,319,4
"2272",184,4,2,0,270,336,12,3
"2273",348,1,2,0,466,336,25,2
"2274",926,3,2,0,427,336,65,1
"2275",1276,5,1,0,486,336,88,1
"2276",3436,2,2,0,411,336,234,1
"2277",3466,1,2,1,317,336,237,4
"2278",4305,1,3,1,7302,336,294,1
"2279",692,1,2,0,520,337,49,2
"2280",969,2,2,0,419,337,68,1
"2281",1638,2,2,0,460,337,112,1
"2282",1764,2,2,2,502,337,119,1
"2283",1891,3,1,0,553,337,129,1
"2284",2239,3,1,0,836,337,155,4
"2285",120,1,1,0,433,338,8,1
"2286",345,2,1,1,415,338,24,3
"2287",418,1,2,2,441,338,30,1
"2288",1067,4,1,0,402,338,74,1
"2289",1424,3,1,0,600,338,98,1
"2290",1466,2,2,2,446,338,101,1
"2291",2273,4,1,0,1265,338,158,1
"2292",2479,1,1,0,870,338,170,4
"2293",2598,1,2,2,451,338,177,1
"2294",3087,1,2,1,384,338,210,4
"2295",3350,3,2,0,399,338,228,1
"2296",3811,4,1,0,363,338,261,1
"2297",3983,2,2,2,376,338,273,2
"2298",604,1,1,0,788,339,43,1
"2299",681,4,1,2,429,339,49,4
"2300",1111,4,1,1,311,339,77,1
"2301",1194,3,2,0,408,339,82,1
"2302",3065,2,2,0,456,339,208,1
"2303",3438,4,2,0,488,339,234,1
"2304",3783,3,2,0,403,339,260,2
"2305",4222,2,2,3,398,339,288,1
"2306",4576,3,2,0,408,339,312,1
"2307",4689,1,2,0,286,339,320,1
"2308",639,5,2,0,492,340,46,1
"2309",687,1,2,5,498,340,49,2
"2310",1599,2,1,0,393,340,109,1
"2311",4406,5,1,0,409,340,301,1
"2312",24,3,2,0,306,341,2,1
"2313",708,4,1,0,670,341,50,1
"2314",1766,1,2,3,396,341,120,2
"2315",403,3,1,0,686,342,29,1
"2316",637,5,2,0,361,342,45,1
"2317",1659,1,2,2,298,342,113,2
"2318",2208,2,1,0,626,342,154,4
"2319",204,4,2,0,479,343,14,1
"2320",2165,2,1,0,370,343,150,1
"2321",3847,3,1,0,620,343,264,1
"2322",935,4,3,0,623,344,66,1
"2323",1137,4,2,0,486,344,78,1
"2324",1429,5,1,0,447,344,99,1
"2325",1854,2,2,2,452,344,126,2
"2326",1859,1,1,3,604,344,126,1
"2327",4275,2,2,2,492,344,292,1
"2328",1174,4,2,0,436,345,81,1
"2329",1225,1,1,0,617,345,84,1
"2330",2191,3,1,0,438,345,152,4
"2331",2807,1,1,0,372,345,191,1
"2332",3080,2,1,0,753,345,210,1
"2333",3678,2,2,0,446,345,251,2
"2334",3897,7,2,2,324,345,267,1
"2335",3941,4,1,2,298,345,270,1
"2336",965,2,2,0,488,346,68,2
"2337",2018,7,2,0,556,346,138,1
"2338",2976,2,2,0,398,346,203,2
"2339",3192,4,1,0,397,346,218,1
"2340",3548,2,2,3,472,346,242,1
"2341",3579,3,1,1,304,346,244,1
"2342",4144,1,1,0,457,346,284,2
"2343",4628,6,1,3,562,346,316,2
"2344",1155,2,1,0,732,347,80,1
"2345",3255,9,1,0,401,347,222,4
"2346",3285,3,2,0,501,347,225,1
"2347",3742,5,2,2,443,347,255,1
"2348",4154,2,1,1,490,347,284,3
"2349",4312,2,2,1,391,347,294,1
"2350",1032,3,1,3,291,348,72,2
"2351",1267,2,1,0,359,348,87,1
"2352",1337,3,1,1,266,348,92,2
"2353",1983,4,2,2,306,348,135,4
"2354",1998,2,2,2,340,348,136,2
"2355",2489,2,1,0,734,348,171,1
"2356",2531,1,2,0,413,348,173,2
"2357",2814,2,2,2,401,348,192,2
"2358",3806,2,2,0,518,348,261,1
"2359",186,2,2,0,284,349,12,1
"2360",241,2,2,0,247,349,17,1
"2361",1971,4,2,0,332,349,134,1
"2362",2211,5,3,0,438,349,154,1
"2363",2300,1,2,0,459,349,159,1
"2364",2562,1,2,1,378,349,175,4
"2365",2879,4,1,0,368,349,196,1
"2366",3743,2,1,0,356,349,256,1
"2367",510,3,2,0,524,350,36,1
"2368",2486,4,1,3,322,350,170,1
"2369",3648,2,2,1,428,350,248,2
"2370",536,2,2,0,418,351,38,1
"2371",1224,2,1,1,466,351,84,2
"2372",4020,1,2,0,446,351,275,2
"2373",402,3,2,1,430,352,29,1
"2374",437,2,1,2,438,352,31,2
"2375",853,1,1,3,549,352,60,2
"2376",1156,3,1,0,599,352,80,1
"2377",1939,4,2,0,466,352,132,1
"2378",3218,3,1,0,359,352,220,1
"2379",3362,2,1,0,541,352,229,2
"2380",4055,2,2,0,477,352,278,1
"2381",2028,3,1,1,302,353,139,3
"2382",2039,7,1,0,507,353,140,1
"2383",2867,5,1,0,455,353,196,1
"2384",3245,3,1,1,308,353,222,1
"2385",1502,3,2,2,414,354,103,2
"2386",3037,1,2,0,369,354,206,3
"2387",830,2,3,0,495,355,59,1
"2388",1119,2,2,0,567,355,77,2
"2389",1643,2,1,1,432,355,112,4
"2390",3428,4,1,0,595,355,234,1
"2391",3445,3,3,0,496,355,235,2
"2392",537,1,2,2,382,356,38,2
"2393",887,2,1,0,367,356,63,1
"2394",1471,7,2,0,541,356,102,1
"2395",2306,5,1,0,522,356,159,1
"2396",3753,5,2,0,550,356,256,1
"2397",3777,2,2,1,400,356,259,4
"2398",3931,3,2,0,501,356,269,2
"2399",1197,4,1,0,377,357,82,1
"2400",2472,2,2,0,454,357,170,1
"2401",2620,2,2,0,432,357,179,2
"2402",2753,3,2,0,278,357,188,1
"2403",4284,4,2,1,348,357,292,1
"2404",899,3,2,2,515,358,64,1
"2405",1678,2,1,3,511,358,114,2
"2406",2834,2,2,3,419,358,193,2
"2407",3346,3,2,1,391,358,228,2
"2408",3805,2,2,1,473,358,261,1
"2409",3815,1,1,0,732,358,262,2
"2410",4444,2,2,0,421,358,303,2
"2411",274,4,1,0,851,359,19,1
"2412",1554,4,2,0,508,359,106,1
"2413",2634,4,2,0,457,359,180,1
"2414",2839,3,2,7,436,359,194,2
"2415",3406,1,2,2,524,359,233,1
"2416",3764,2,2,0,470,359,257,2
"2417",211,2,1,0,602,360,15,1
"2418",226,3,2,0,471,360,16,1
"2419",526,4,2,0,403,360,37,1
"2420",646,2,2,1,354,360,46,2
"2421",1707,2,2,0,562,360,116,1
"2422",1803,3,2,1,780,360,122,1
"2423",3048,5,2,0,742,360,207,1
"2424",3299,5,2,0,500,360,225,1
"2425",4155,4,2,0,329,360,284,1
"2426",1386,5,1,0,465,361,96,1
"2427",1690,3,2,0,503,361,115,1
"2428",1899,6,2,0,429,361,129,4
"2429",4276,2,1,6,290,361,292,3
"2430",406,2,2,0,624,362,29,3
"2431",1212,3,2,0,412,362,84,1
"2432",2490,9,1,4,566,362,171,2
"2433",2711,3,1,1,287,362,184,2
"2434",2968,4,2,0,504,362,202,2
"2435",3950,2,2,1,487,362,271,1
"2436",4345,3,2,2,313,362,296,2
"2437",1728,3,2,5,380,363,117,1
"2438",2096,4,2,0,406,363,144,1
"2439",3738,2,1,0,669,363,255,1
"2440",1501,5,2,5,481,364,103,1
"2441",2801,2,2,0,405,364,191,2
"2442",664,1,1,0,708,365,48,1
"2443",2578,3,1,4,462,365,176,2
"2444",3633,4,1,2,328,365,247,1
"2445",4418,1,3,0,546,365,301,2
"2446",636,4,1,1,313,366,45,1
"2447",1176,2,1,0,752,366,81,1
"2448",1668,1,2,0,548,366,113,1
"2449",2670,5,2,0,442,366,182,1
"2450",2730,2,1,0,415,366,186,1
"2451",3091,2,3,2,294,366,211,2
"2452",3396,9,2,4,347,366,231,4
"2453",3862,1,2,1,381,366,264,2
"2454",2179,2,2,0,522,367,151,1
"2455",479,2,2,0,532,368,34,1
"2456",1625,3,2,0,495,368,111,1
"2457",2315,4,1,0,328,368,160,1
"2458",2642,4,3,0,464,368,180,2
"2459",323,5,2,5,486,369,22,1
"2460",750,5,2,2,441,369,53,1
"2461",1142,1,2,0,388,369,79,4
"2462",1300,3,2,0,694,369,90,4
"2463",1524,2,1,0,871,369,104,1
"2464",1985,4,2,2,418,369,135,1
"2465",3592,1,2,2,364,369,245,1
"2466",4160,3,2,0,388,369,285,1
"2467",4387,2,2,0,547,369,299,1
"2468",4563,2,1,0,693,369,311,1
"2469",312,1,1,0,711,370,21,1
"2470",1716,1,2,2,528,370,117,1
"2471",2673,5,2,0,504,370,182,1
"2472",2931,1,2,0,496,370,200,2
"2473",3407,2,2,2,389,370,233,1
"2474",3836,3,2,0,418,370,263,4
"2475",290,1,2,1,396,371,20,1
"2476",860,3,1,0,566,371,61,4
"2477",1059,4,1,0,409,371,73,1
"2478",2553,1,2,1,372,371,175,2
"2479",4068,4,2,0,339,371,279,4
"2480",4137,5,2,0,512,371,283,3
"2481",4210,3,2,0,412,371,288,1
"2482",4479,4,1,0,413,371,305,1
"2483",4634,2,1,5,505,371,316,2
"2484",178,2,1,2,563,372,12,1
"2485",232,6,1,1,385,372,16,1
"2486",409,3,2,2,368,372,30,1
"2487",1092,4,1,0,402,372,75,1
"2488",1115,3,1,3,308,372,77,1
"2489",1821,6,2,0,525,372,124,1
"2490",3523,5,2,0,511,372,240,1
"2491",3813,2,2,0,593,372,262,1
"2492",3857,1,3,0,653,372,264,1
"2493",1244,2,1,0,351,373,86,3
"2494",2772,4,1,2,267,373,188,1
"2495",3354,4,2,0,496,373,228,1
"2496",3364,2,2,2,472,373,229,1
"2497",3539,2,2,0,379,373,241,2
"2498",3702,2,2,0,450,373,253,1
"2499",2093,1,2,2,362,374,144,2
"2500",4693,1,2,1,356,374,320,2
"2501",547,2,3,0,443,375,39,1
"2502",1013,5,2,0,519,375,71,1
"2503",2572,2,2,0,412,375,176,1
"2504",4151,3,1,1,201,375,284,1
"2505",4188,4,1,1,327,375,287,1
"2506",4431,1,1,1,514,375,302,2
"2507",4669,2,2,1,389,375,319,2
"2508",825,2,3,0,624,376,58,1
"2509",1819,2,1,0,575,376,124,1
"2510",2794,2,2,1,390,376,190,2
"2511",3105,3,2,0,494,376,211,1
"2512",3115,5,1,0,794,376,212,1
"2513",4207,2,2,0,463,376,288,1
"2514",39,4,2,1,421,377,3,1
"2515",61,1,2,0,636,377,4,1
"2516",181,2,1,1,266,377,12,1
"2517",1362,1,2,2,407,377,94,2
"2518",2166,1,2,0,448,377,150,1
"2519",3353,2,1,0,624,377,228,4
"2520",3465,3,2,0,377,377,237,3
"2521",3501,2,2,0,620,377,239,2
"2522",4541,1,2,0,576,377,310,1
"2523",69,5,2,0,454,378,5,3
"2524",694,6,2,2,424,378,50,1
"2525",1135,3,2,0,441,378,78,1
"2526",3100,2,1,0,552,378,211,1
"2527",4169,2,2,0,487,378,285,1
"2528",4398,7,2,0,526,378,300,1
"2529",4414,2,2,0,451,378,301,1
"2530",137,1,3,0,744,379,9,2
"2531",1513,3,1,0,612,379,104,1
"2532",2757,7,2,0,541,379,188,1
"2533",1449,3,2,0,357,380,100,4
"2534",1897,6,2,0,527,380,129,1
"2535",2412,5,3,0,668,380,166,2
"2536",2587,4,1,0,354,380,177,1
"2537",4380,1,2,4,500,380,299,2
"2538",2282,6,1,0,416,381,158,1
"2539",2619,2,2,0,545,381,179,1
"2540",3629,3,2,0,456,381,247,1
"2541",1704,1,2,0,447,382,116,4
"2542",4302,4,2,0,437,382,294,1
"2543",4357,2,1,0,916,382,297,1
"2544",553,1,1,0,768,383,39,1
"2545",1045,3,1,0,393,383,73,1
"2546",1213,3,2,0,420,383,84,1
"2547",1702,3,2,0,473,383,116,1
"2548",2390,1,1,0,595,383,165,1
"2549",4223,1,2,0,329,383,289,2
"2550",4274,3,2,1,306,383,292,1
"2551",963,2,2,1,389,384,68,1
"2552",1154,4,4,3,838,384,80,1
"2553",1242,2,1,0,574,384,86,3
"2554",1620,1,2,0,418,384,110,2
"2555",2067,5,1,0,477,384,142,1
"2556",3367,1,2,0,268,384,229,2
"2557",4205,2,1,3,331,384,288,2
"2558",4446,5,2,0,530,384,303,4
"2559",627,3,2,2,382,385,45,1
"2560",1207,4,2,2,390,385,83,1
"2561",1777,1,1,0,980,385,121,1
"2562",3274,4,2,0,470,385,224,3
"2563",591,3,2,3,454,386,42,1
"2564",1007,3,2,0,407,386,70,1
"2565",1369,1,2,2,329,386,95,3
"2566",2675,1,2,0,478,386,183,1
"2567",4090,4,2,0,459,386,280,1
"2568",4178,2,1,2,516,386,286,3
"2569",986,2,1,1,349,387,69,1
"2570",1597,4,2,0,388,387,109,1
"2571",2020,7,2,0,490,387,138,1
"2572",4433,3,2,0,330,387,302,1
"2573",4481,3,2,4,442,387,305,1
"2574",105,1,1,0,743,388,7,1
"2575",909,5,2,0,555,388,64,1
"2576",1778,6,1,0,530,388,121,1
"2577",2556,1,2,2,411,388,175,2
"2578",3128,4,2,0,508,388,213,1
"2579",3281,4,2,0,385,388,224,1
"2580",3401,1,2,0,274,388,232,2
"2581",3975,3,2,0,299,388,272,1
"2582",3997,2,1,3,461,388,274,4
"2583",502,2,2,0,530,389,36,1
"2584",577,4,1,0,424,389,41,1
"2585",1542,1,2,2,435,389,105,1
"2586",808,3,1,1,329,390,57,1
"2587",3384,2,2,2,458,390,230,1
"2588",3826,1,2,0,522,390,262,1
"2589",538,2,2,0,457,391,38,1
"2590",640,5,3,0,826,391,46,1
"2591",1191,5,2,0,517,391,82,1
"2592",1949,6,1,0,387,391,133,1
"2593",2097,5,2,0,508,391,145,1
"2594",2250,3,2,2,295,391,156,4
"2595",2984,4,1,0,385,391,203,1
"2596",4013,1,3,3,439,391,274,1
"2597",21,4,1,0,438,392,2,1
"2598",1080,2,1,2,354,392,75,1
"2599",1862,3,2,0,519,392,126,1
"2600",3504,1,1,1,380,392,239,2
"2601",3992,2,1,1,292,392,273,2
"2602",275,1,2,1,338,393,20,1
"2603",868,3,1,0,390,393,62,1
"2604",1423,2,2,0,407,393,98,1
"2605",3766,3,1,0,377,393,257,3
"2606",1306,3,1,0,345,394,91,2
"2607",2507,4,1,0,394,394,172,1
"2608",4410,5,1,0,421,394,301,1
"2609",4503,1,2,2,471,394,306,1
"2610",225,3,2,0,302,395,16,4
"2611",799,3,3,0,298,395,56,1
"2612",1613,1,2,0,488,395,110,2
"2613",2213,5,2,0,514,395,154,1
"2614",3809,5,2,0,523,395,261,1
"2615",1179,5,2,1,515,396,81,1
"2616",1326,1,1,0,730,396,92,1
"2617",1574,1,2,0,544,396,107,1
"2618",4404,6,2,0,766,396,300,1
"2619",463,1,2,3,491,397,33,2
"2620",535,2,2,3,536,397,38,1
"2621",983,4,2,0,483,397,69,1
"2622",2207,4,2,2,392,397,153,1
"2623",2025,3,1,0,559,398,139,1
"2624",2331,1,1,0,891,398,161,1
"2625",2823,1,1,0,618,398,193,2
"2626",575,5,2,0,483,399,41,1
"2627",3758,1,1,0,345,399,257,2
"2628",2133,3,3,2,275,400,148,4
"2629",2564,1,2,0,745,400,176,2
"2630",3344,2,2,0,473,400,228,1
"2631",1025,9,1,0,392,401,71,2
"2632",1733,6,1,2,398,401,118,1
"2633",2837,4,2,0,422,401,193,1
"2634",1364,3,1,0,320,402,95,2
"2635",1540,1,3,0,368,402,105,1
"2636",1706,4,2,0,499,402,116,1
"2637",3489,1,1,0,437,402,238,1
"2638",3768,2,1,0,599,402,257,1
"2639",4201,4,2,0,405,402,287,1
"2640",170,2,1,1,472,403,12,3
"2641",255,3,1,0,401,403,18,1
"2642",469,3,2,0,384,403,33,1
"2643",2382,1,2,0,556,403,164,1
"2644",3671,3,1,0,388,403,250,1
"2645",3888,1,1,0,793,403,266,1
"2646",3973,5,1,0,522,403,272,1
"2647",1467,1,2,0,438,404,101,1
"2648",3351,2,2,0,497,404,228,1
"2649",3412,1,2,0,668,404,233,1
"2650",3517,4,1,0,360,404,240,1
"2651",4273,1,2,0,500,404,292,1
"2652",52,1,2,0,482,405,4,1
"2653",57,1,2,1,502,405,4,1
"2654",1463,2,1,0,678,405,101,1
"2655",596,9,2,3,413,406,42,4
"2656",711,5,1,0,474,406,51,1
"2657",761,1,2,0,470,406,54,1
"2658",1482,9,1,0,461,406,102,4
"2659",2011,4,1,1,300,406,137,2
"2660",2506,3,1,0,626,406,171,1
"2661",2749,2,1,0,384,406,187,1
"2662",4668,2,2,0,478,406,319,1
"2663",1841,1,1,2,328,407,125,3
"2664",3632,2,2,0,301,407,247,2
"2665",3693,4,1,0,503,407,252,4
"2666",4047,2,2,0,542,407,277,1
"2667",149,2,2,3,394,408,10,2
"2668",911,3,2,0,370,408,64,1
"2669",1204,4,2,0,500,408,83,1
"2670",1396,5,1,0,487,408,96,1
"2671",2726,3,2,2,357,408,185,1
"2672",4071,1,2,2,345,408,279,2
"2673",1535,3,2,4,398,409,105,3
"2674",1954,1,2,1,475,409,133,1
"2675",2066,3,2,0,439,409,142,1
"2676",2353,6,2,2,325,409,162,1
"2677",2915,4,2,0,465,409,198,1
"2678",4192,4,2,0,524,409,287,1
"2679",4254,2,1,0,563,409,290,2
"2680",370,2,3,4,292,410,26,1
"2681",1422,5,2,0,449,410,98,1
"2682",2367,4,2,0,353,410,163,1
"2683",2448,1,2,0,515,410,168,1
"2684",3535,3,1,0,684,410,241,1
"2685",3759,1,2,0,597,410,257,1
"2686",4311,2,1,0,446,410,294,1
"2687",2142,5,4,0,883,411,149,1
"2688",2706,3,2,2,403,411,184,1
"2689",3431,4,2,0,487,411,234,1
"2690",3562,6,2,0,507,411,243,1
"2691",4367,5,2,1,480,411,298,1
"2692",133,2,2,0,647,412,9,2
"2693",815,5,2,0,605,412,57,1
"2694",841,3,2,0,359,412,59,1
"2695",1190,2,1,0,637,412,82,1
"2696",1332,2,2,5,430,412,92,2
"2697",1797,1,1,0,700,412,122,1
"2698",3784,3,1,0,515,412,260,1
"2699",250,3,1,0,366,413,18,1
"2700",399,1,2,0,414,413,28,2
"2701",1371,4,1,0,437,413,95,1
"2702",3097,1,2,3,409,413,211,1
"2703",3999,3,1,2,328,413,274,1
"2704",918,2,2,2,419,414,65,1
"2705",984,4,1,0,622,414,69,1
"2706",2112,2,1,3,629,414,146,1
"2707",3386,2,2,2,466,414,230,1
"2708",949,5,2,1,479,415,66,1
"2709",1010,1,2,0,567,415,70,1
"2710",3345,1,1,0,397,415,228,1
"2711",3374,4,2,0,461,415,230,1
"2712",59,2,2,2,394,416,4,1
"2713",3273,2,2,0,510,416,224,3
"2714",3425,6,1,0,358,416,234,1
"2715",3455,5,2,0,272,416,235,1
"2716",4066,1,2,1,522,416,278,1
"2717",4196,2,1,0,613,416,287,1
"2718",1153,1,3,3,513,417,80,3
"2719",1310,1,1,0,749,417,91,1
"2720",2190,1,2,1,317,417,152,4
"2721",2609,1,2,2,385,417,178,1
"2722",2655,2,2,0,450,417,181,1
"2723",3007,2,3,1,466,417,205,1
"2724",564,5,2,0,525,418,40,1
"2725",1858,3,2,2,389,418,126,1
"2726",2080,3,1,0,328,418,143,1
"2727",2951,5,1,0,428,418,201,4
